Код комиссии,"1. Агульная колькасць выбаршчыкаў на ўчастку (вызначаецца па спісу грамадзян, якія маюць права ўдзельнічаць у выбарах)","2. Колькасць выбаршчыкаў, якія атрымалі бюлетэні (вызначаецца шляхам падліку подпісаў выбаршчыкаў у спісе грамадзян, якія маюць права ўдзельнічаць у выбарах","3. Колькасць выбаршчыкаў, якія прынялі ўдзел у галасаванні (вызначаецца шляхам падліку бюлетэняў, якія знаходзіліся ў скрынках для галасавання)","3.1. Колькасць выбаршчыкаў, якія прынялі ўдзел у датэрміновым галасаванні","3.2. Колькасць выбаршчыкаў, якія прынялі ўдзел у галасаванні па месцы знаходжання","3.3. Колькасць выбаршчыкаў, якія прынялі ўдзел у галасаванні ў дзень выбараў у памяшканні ўчастка для галасавання",Дмитриев Андрей Владимирович,Канопацкая Анна Анатольевна,Лукашенко Александр Григорьевич,Тихановская Светлана Георгиевна,Черечень Сергей Владимирович,"5. Колькасць галасоў, пададзеных за кандыдата (кандыдатаў), які (якiя) выбыў (выбылі) у перыяд датэрміновага галасавання","6. Колькасць галасоў, пададзеных супраць усiх кандыдатаў","7. Колькасць галасоў, пададзеных супраць кандыдата, калi галасаванне праводзілася па адной кандыдатуры","8. Колькасць бюлетэняў, прызнаных несапраўднымі","9. Колькасць бюлетэняў, атрыманых участковай выбарчай камісіяй",10. Колькасць сапсаваных бюлетэняў,11. Колькасць нявыкарыстаных (пагашаных) бюлетэняў,Вложение 1,Вложение 2,Вложение 3,Вложение 4,Вложение 5,Вложение 6,Вложение 7,Комментарий,,
05-141-0088,2944,2237,2232,607,124,1501,33,15,1001,1132,24,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/report_05-141-0088_1b0cfbe9da5e643385472a85e211e89c27616106,,,,,,,Нет второй стороны,,
05-141-0089,2268,1901,1901,249,428,1224,29,35,1041,718,15,,59,,4,2384,1,482,https://elections2020by.s3.eu-north-1.amazonaws.com/4661_301ecbd26e6fb65ca340,https://elections2020by.s3.eu-north-1.amazonaws.com/4661_df7c30e09ffb3041a6a2,,,,,,Нет подписей,,
05-141-0090,1678,1178,1178,198,51,929,14,17,624,444,34,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/9qzqlqfmqevi3imkfw1enlebnu68,,,,,,,Нет второй стороны,,
05-141-0091,1552,1094,1094,174,188,732,27,14,578,418,13,,39,,5,1733,3,636,https://elections2020by.s3.eu-north-1.amazonaws.com/0cssg0xadw5e8lq6x82n86y1vn95,https://elections2020by.s3.eu-north-1.amazonaws.com/6knvc9karn07sj4ohnz50wkpy7z6,,,,,,одна страница,,
05-141-0092,2564,1902,1900,659,24,1217,64,44,511,1128,28,,70,,53,2688,2,786,https://elections2020by.s3.eu-north-1.amazonaws.com/4664_4f782518a2f606b175e5,https://elections2020by.s3.eu-north-1.amazonaws.com/gyawxg54fp2qhtbkibl3kffrh58c,,,,,,,,
05-141-0093,2730,2018,2016,650,30,1336,25,10,1031,916,20,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/tsbeedbq4j4z9v4tlpc5o7rwdzpq,,,,,,,Нет второй стороны,,
05-141-0094,2498,1856,1849,595,18,1236,88,28,1412,263,30,,22,,6,2623,8,759,https://drive.google.com/file/d/11DfKNKXW9RcDmSySbKRdH44ARmRCigwH/view,https://elections2020by.s3.eu-north-1.amazonaws.com/anj9g62m2m3wg0fuqjvm3g8nmh56,,,,,,Нет первой стороны,,
05-141-0095,2147,1621,1621,552,140,929,64,78,1140,229,95,,10,,5,2254,,63,https://elections2020by.s3.eu-north-1.amazonaws.com/78riaafiuw2k5f2lydoee9gz04oi,,,,,,,Нет подписей,,
05-141-0096,1650,1352,1352,316,13,1023,25,16,530,691,12,,71,,7,1699,4,343,https://elections2020by.s3.eu-north-1.amazonaws.com/3gy6srizl0bcsy9yf2bevi2w890z,,,,,,,,,
05-141-0097,75,75,75,0,29,46,0,5,29,33,0,,5,,3,145,0,70,https://elections2020by.s3.eu-north-1.amazonaws.com/578avn5c4jy00a17kw6k5h4nmxmx,,,,,,,,,
05-141-0098,2327,1838,1837,465,16,1356,42,26,553,1052,27,,123,,14,2448,1,609,https://elections2020by.s3.eu-north-1.amazonaws.com/4670_31dd9eda75fd7e244146,https://elections2020by.s3.eu-north-1.amazonaws.com/4670_5382cf661e515f7415e5,,,,,,,,
05-141-0099,2194,1604,1604,321,4,1279,22,13,405,1051,16,,76,,15,2304,6,694,https://elections2020by.s3.eu-north-1.amazonaws.com/report_05-141-0099_0323dd7dee809d9ec634956fd7344f4c9df1d6b0,https://elections2020by.s3.eu-north-1.amazonaws.com/4671_ff0a1d5ce5e2adf75799,,,,,,нет второй страницы.,,
05-141-0100,1735,1576,1576,408,78,1090,6,12,883,644,7,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/ybm58fu6c17uayou4z2zwz0pvv9i,,,,,,,одна страница,,
05-141-0101,974,856,856,219,154,483,14,10,446,373,1,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/cg6s6a1mjuv51n8jr26w8ld89ffq,,,,,,,,,
05-141-0102,792,622,622,220,127,275,16,6,437,128,3,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/0d6otw5hrkak57w69bv09m7f15rg,,,,,,,,,
05-141-0103,700,519,519,119,115,285,6,4,254,236,4,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/4675_358df2d3a9096d7112d6,,,,,,,одна стр,,
05-141-0104,1556,1107,1107,126,271,710,22,10,335,666,5,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/3290y5mnojvhgwl14hdhzy09ox38,,,,,,,нет второй фотографии.,,
05-141-0105,1380,988,988,155,71,761,15,8,338,560,13,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/x0pu3t60flyexfw3u8seggghcb3v,,,,,,,нет второй страницы.,,
05-141-0106,2170,1670,1669,272,22,1375,24,17,583,881,36,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/mmea5qyeb2sj0p7tjobcczcwvooe,,,,,,,нет второй страницы.,,
05-141-0107,1518,1073,1073,144,87,842,26,18,272,673,11,,60,,13,1594,2,519,https://elections2020by.s3.eu-north-1.amazonaws.com/zze7r8uf4wl2mk9wwkihecy610l4,https://elections2020by.s3.eu-north-1.amazonaws.com/q6l8a910fsznwd6goknvew0fir2t,,,,,,,,
05-141-0108,1542,1158,1158,249,299,610,16,25,820,267,14,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/nx4hossr06f060zssp1cg02yi8vw,,,,,,,,,
06-012-0021,1790,1651,1651,610,32,1009,50,20,532,815,57,,152,,25,1860,,209,https://elections2020by.s3.eu-north-1.amazonaws.com/report_06-012-0081_8268fa0853bcb7dd141acd7faeea88771b46ff68,,,,,,,,,
06-012-0050,1830,1543,1543,847,2,694,22,13,1313,170,11,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/5196_85838518ae58c206031e,,,,,,,одна стр,,
06-012-0056,2115,1740,1740,642,32,1066,23,10,1113,442,38,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/5202_6721e156c2ff973d3dd1,,,,,,,В протоколе исправлены цифры в пункте 3.3,,
06-012-0057,2263,2081,2081,792,17,1272,36,15,1463,416,34,,104,,13,2372,,291,https://elections2020by.s3.eu-north-1.amazonaws.com/report_06-012-0057_95b4951bdb32b7305585a78c98c0192abedb7213,https://elections2020by.s3.eu-north-1.amazonaws.com/report_06-012-0057_889e8eabe847386a17ee8ad7a187cb466d8200ea,,,,,,,,
06-012-0058,2239,2011,2011,837,14,1160,29,20,1298,453,42,,151,,18,2347,2,334,https://elections2020by.s3.eu-north-1.amazonaws.com/report_06-012-0058_3cc31a8f8119777d91e368e7fed776f824b3c365,https://elections2020by.s3.eu-north-1.amazonaws.com/report_06-012-0058_db8ecffd77cd90a10093534c7997a30018c4c570,,,,,,"вместо подписи стоит ""подпис""",,
06-012-0059,2566,2136,2136,1138,16,982,21,19,1812,146,37,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/r2752ta1kqqgoth1im2xsjt4076m,,,,,,,,,
06-012-0061,2041,1964,1964,953,28,983,124,31,867,732,60,,134,,16,2139,4,171,https://elections2020by.s3.eu-north-1.amazonaws.com/ep7ptfu7msg4bhiv10r4who5mm6z,,,,,,,нет первой страницы и подписей.,,
06-012-0067,1299,1173,1172,453,5,714,20,7,664,412,28,,34,,7,1361,,188,https://elections2020by.s3.eu-north-1.amazonaws.com/report_06-012-0064_77ef2b11c9cd5d63505f19629645c9b12ae51b54,https://elections2020by.s3.eu-north-1.amazonaws.com/report_06-012-0064_d80072c8f6e2b6d3197bbb92954cf5379694b381,,,,,,,,
06-012-0076,2493,2146,2146,0,0,2146,21,14,1820,247,23,,15,,6,2613,,467,https://elections2020by.s3.eu-north-1.amazonaws.com/5222_c7c0a7be926c2d0341c0,,,,,,,нет половины информации.,,
06-012-0078,1133,973,971,501,35,435,3,4,824,90,5,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/08in0f9rd7495k77gq44stbhcq2h,,,,,,,,,
06-012-0082,,,1355,813,6,536,47,35,1165,27,43,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/report_06-012-0082_c0095617a42f432968d4dbc2cf019cb6ab1f9f0a,,,,,,,только половина листа,,
06-012-0086,,,,,,,,,,,,,89,,16,2303,0,473,https://elections2020by.s3.eu-north-1.amazonaws.com/qjirbhucpfqg55v3l3yni0lyxgx4,,,,,,,Нет одной подписи и не указана дата.,,
06-012-0087,2384,1870,1864,357,115,1392,52,28,1485,154,47,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/l2ulgpm95kzvf0jezr74bszi7fqd,,,,,,,нет второй страницы.,,
06-012-0088,1878,1731,1731,863,11,857,42,35,979,538,44,,84,9,,1968,,237,https://elections2020by.s3.eu-north-1.amazonaws.com/report_06-012-0088_c3cd28579c5b57c1deaec92734daebde6b46f9af,https://elections2020by.s3.eu-north-1.amazonaws.com/report_06-012-0088_968b0535810bdd56ec07c0b67e3959a736168596,,,,,,"вместо подписей просто слово ""подпис""",,
06-012-0091,2123,1799,1791,828,45,918,28,20,1506,197,10,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/jpuf60og09lw99o66kmj4mklmc78,,,,,,,нет второй страницы,,
06-013-0004,1492,1448,1448,709,36,703,27,13,955,384,16,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/5knkz762plfjk6v5t6g3foim1hsb,,,,,,,,,
06-013-0010,2525,2113,2113,1016,24,1073,21,75,1230,708,21,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/report_06-013-0010_1c8472f3e0cd2f3fa02491e2713cea6da00a53c8,,,,,,,одна стр,,
06-013-0014,1360,1277,1277,353,45,879,24,15,792,363,19,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/0446czp24pkrhj6zgojvhum78guz,,,,,,,одна стр,,
06-013-0020,1799,1487,1487,293,295,894,26,33,648,623,36,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/5166_1b0bbdc101afefde7137,,,,,,,нет второй страницы.,,
06-013-0021,1790,1651,1651,610,32,1009,50,20,532,815,57,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/mdu1mefc55xnknjtk4hspqbdjpam,,,,,,,не ясны цифры на второй странице.,,
06-013-0025,1927,1052,1052,265,42,745,21,29,525,380,15,,77,,5,2000,1,947,https://elections2020by.s3.eu-north-1.amazonaws.com/report_06-013-0025_5340ecea699d65d7e4093fc1a9dd3bff014df46a,https://elections2020by.s3.eu-north-1.amazonaws.com/report_06-013-0025_bb96f121b136f77c4f7e304067a5b6b2ce29a1ba,,,,,,,,
06-013-0038,1659,1463,1463,734,15,714,14,8,844,512,13,,66,,6,1660,,196,https://elections2020by.s3.eu-north-1.amazonaws.com/report_06-013-0038_b05f9bad325a06ac28705a9d2c848cf77c0b96c7,,,,,,,нет подписей.,,
06-013-0039,1345,1126,1126,627,6,493,15,14,660,360,18,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/report_06-013-0039_68fc0459b282bf35d9ff2e1560dcdccb633411bf,,,,,,,,,
06-013-0048,1529,1447,1447,570,69,808,14,12,950,383,21,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/ky23vu9e6j3wui03jpazvveh3c3h,,,,,,,Нет второй стороны,,
06-023-0088,1838,1586,1581,801,40,740,18,31,1347,51,19,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/8ithed0yfzsldrz8a6a6rm15wcui,,,,,,,нет второй страницы.,,
06-023-0091,7111,1471,1464,657,71,736,16,25,1079,34,13,,162,,135,1800,0,329,https://elections2020by.s3.eu-north-1.amazonaws.com/unxvj2aml15cudq8vdzub84uzwgn,https://drive.google.com/file/d/1rRfXBAA5-oX59pwwUZV61FEju0boK5U5/view,,,,,,одна страница,,
06-023-0095,2541,2332,2329,1132,19,1178,18,39,1984,47,21,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/k278juuzi4ydixlyakao24k0k4oi,,,,,,,,,
06-023-0096,2723,2502,2499,1208,26,1265,20,42,2129,51,22,,175,,60,2800,0,298,https://elections2020by.s3.eu-north-1.amazonaws.com/ymen5njuum5n6xkgipd312vnuurw,,,,,,,,,
06-023-0097,1728,1642,1642,742,13,887,12,24,1211,164,15,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/8l29ydlqi7m0ppmeoo2o9bu8vkoi,,,,,,,нет второй страницы.,,
06-023-0098,2000,1875,1875,934,14,927,15,29,1440,167,13,,170,,41,2100,,225,https://elections2020by.s3.eu-north-1.amazonaws.com/5348_45100fb5fe434105db30,https://elections2020by.s3.eu-north-1.amazonaws.com/5348_7cc6e45c1680ad01e5ca,,,,,,,,
06-023-0101,2754,2327,2327,1212,14,1101,26,35,1982,90,26,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/5351_a425d9d41d21ac55899a,,,,,,,нет второй страницы,,
06-023-0102,2619,2478,2478,1144,19,1315,25,37,2111,109,30,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/jqxujvvh36sf9jzq9m1pf1pj7yk4,,,,,,,Одна фотография.,,
06-023-0103,2714,2307,2307,1167,15,1125,32,39,1949,94,21,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/ubsnlh8ao3dbumv7nslwkgdtsabk,,,,,,,одна стр,,
06-023-0104,2888,2459,2459,1201,24,1234,30,25,2085,102,26,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/report_06-023-0104_815a11f818fa729d931c6ad37a4424f500c7b8bd,,,,,,,одна стр,,
06-023-0109,,,,,,,,,,,,,118,,48,2400,0,337,https://elections2020by.s3.eu-north-1.amazonaws.com/tlexhz9ueh2d36769dik9oueg2q8,,,,,,,,,
06-023-0116,1730,1487,1485,771,4,710,15,25,1268,38,18,,116,,11,3000,,463,https://elections2020by.s3.eu-north-1.amazonaws.com/n0c5bo846529qjpm38m8lfphhqub,https://elections2020by.s3.eu-north-1.amazonaws.com/68ul2kca5mn1dr1rbwster8zrn4j,,,,,,нет второй страницы,,
06-023-0119,2880,2537,2537,892,86,1559,29,31,2211,113,26,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/pcbn19vy0ub3mttnhl1kbasfcc6u,,,,,,,,,
06-023-0131,1778,1487,1406,707,32,668,11,28,1209,31,19,,112,,20,1800,9,837,https://elections2020by.s3.eu-north-1.amazonaws.com/g486fla2md1xoiunsyn7igaob3ir,,,,,,,"цифры не разобрать, писала наугад",,
06-023-0132,1093,923,918,458,54,406,12,15,780,21,14,,64,,12,1200,6,271,https://elections2020by.s3.eu-north-1.amazonaws.com/zw7jpqpksv8jyml2sk927ajvjht3,,,,,,,,,
06-023-0135,1627,1451,1446,806,8,632,8,16,1152,183,6,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/2gxtkk9n8roiqphzavs4439nwxam,,,,,,,нет второй страницы,,
06-023-0137,2205,1920,1920,944,24,952,13,15,1635,76,20,,102,,59,2300,1,379,https://elections2020by.s3.eu-north-1.amazonaws.com/report_06-023-0137_fdf8d6062440f5d73c102a8e83682fa40f1fcae7,https://elections2020by.s3.eu-north-1.amazonaws.com/report_06-023-0137_30cfcc1ebbef6ad1c827e07ecde1ee64c6cc07b4,,,,,,,,
06-023-0138,1435,1234,1234,617,34,583,6,9,1051,49,17,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/report_06-023-0138_f8a3578945f6514b76fbe171953b714034c2fe51,,,,,,,нет второй страницы.,,
06-023-0139,2021,1798,1794,939,49,806,19,33,1472,72,18,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/5389_1241a40ca4da4242cded,,,,,,,нет второй страницы.,,
06-023-0141,1442,1429,1425,877,11,537,21,18,1136,102,14,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/5391_b075bb5b392c24f0fb63,,,,,,,нет второй страницы.,,
06-023-0143,2021,1699,1697,874,11,812,17,28,1359,165,2,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/jc5773cm3s6rmldn27pa141w9bi6,,,,,,,Нет второй страницы.,,
06-024-0003,940,477,770,401,39,330,5,11,642,40,10,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/mtyiu6gacylo3lpihu71tumomd9g,,,,,,,,,
06-024-0006,2521,2100,2079,1085,46,948,18,70,1715,80,11,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/5256_301cfa8c4bc1d9fd4620,,,,,,,,,
06-024-0010,1713,1457,1442,761,16,665,10,14,865,439,24,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/6hsh25eaq4upthkvql00t1nk8p7l,,,,,,,,,
06-024-0014,2328,1942,1935,971,47,917,12,32,1603,53,12,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/5264_c7b0681570040d116ac6,,,,,,,Одна страница,,
06-024-0025,2639,2246,2237,1147,27,1063,19,47,1879,74,16,,178,,24,2730,2,482,https://elections2020by.s3.eu-north-1.amazonaws.com/h1x12ebmc7qsvrnrc240shbeaklj,,,,,,,не подписи,,
06-024-0026,2676,2279,2266,1171,21,1074,18,61,1887,71,15,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/c6fl7k0arv222gcylbfby3ntqb71,,,,,,,нет второй страницы.,,
06-024-0031,2164,1898,1894,1005,122,771,10,41,1532,93,5,,125,,14,2230,0,406,https://elections2020by.s3.eu-north-1.amazonaws.com/report_06-024-0031_8ef33292469e1fb9c9451eb5fb3cfdf15ad499d0,,,,,,,,,
06-024-0032,2953,2591,2570,1267,62,1241,15,35,2139,289,5,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/zr1b1vmxtwy5kdz9suc1r03clqog,,,,,,,Нет второй страницы.,,
06-024-0035,2289,1927,1920,985,43,892,16,36,1625,87,12,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/5285_d6983c1d3a1a81064b43,,,,,,,нет второй страницы.,,
06-024-0036,2579,2169,2164,1098,13,1053,12,42,1836,107,15,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/5286_fcd4f703e7cbe94c8976,,,,,,,нет второй страницы.,,
06-024-0037,2798,2263,2232,1165,291,776,18,28,1835,70,16,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/1th4d6rug6mhn3jpzm2bxntblxn8,,,,,,,нет второй страницы.,,
06-024-0038,2481,2078,2072,1056,26,990,18,34,1725,68,13,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/report_06-024-0038_f5171d5c999febf9c7831b2cd140623baa6572cc,,,,,,,нет второй страницы.,,
06-024-0040,1486,1238,1232,621,196,415,10,22,1023,55,16,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/report_06-024-0040_610c9ff965e4f352200b8d25554bea1ccfbde617,,,,,,,нет второй страницы.,,
06-024-0041,1439,1217,1204,596,115,493,11,21,1013,54,7,,83,,15,1480,0,263,https://drive.google.com/file/d/17srchEBSbfYuhLmBnAPk8mmjz7XjgJas/view,https://elections2020by.s3.eu-north-1.amazonaws.com/27tsczjzd99gzie4o021tne77lxi,,,,,,Нет подписей.,,
06-024-0048,1197,1065,1065,501,53,511,11,17,820,143,,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/report_06-024-0048_05277dfb5877f784f1921f0d1d88cfea189c7edb,,,,,,,нет второй страницы.,,
06-024-0049,1634,1343,1333,676,187,470,7,21,1111,68,5,,104,,17,1690,,347,https://elections2020by.s3.eu-north-1.amazonaws.com/report_06-024-0049_44e50e696891ee26290a0d22ca4e1b49d4cca288,https://elections2020by.s3.eu-north-1.amazonaws.com/report_06-024-0049_989111ae81e66938e5a5e99ab98d4062623e5013,,,,,,,,
06-024-0050,1780,1463,1450,745,179,526,17,7,981,350,15,,80,,15,1840,1,377,https://elections2020by.s3.eu-north-1.amazonaws.com/report_06-024-0050_04a9b56e25d44a6f98dd3bb6b17cce4c8383e83c,https://elections2020by.s3.eu-north-1.amazonaws.com/report_06-024-0050_619938488cc35b6ce3c22fa58349e988d1bc2024,,,,,,,,
06-024-0051,1627,1364,1352,695,76,581,9,25,1121,71,12,,106,,8,1680,,316,https://elections2020by.s3.eu-north-1.amazonaws.com/r7pwa0gsrr3zo61f3c5f6hclyf92,https://elections2020by.s3.eu-north-1.amazonaws.com/a8yms7zsi5r3g5xkcux93y9jily4,,,,,,,,
06-024-0052,2008,1684,1677,865,105,707,12,24,1400,48,15,,164,,14,2070,1,385,https://elections2020by.s3.eu-north-1.amazonaws.com/zyh2xsy2zorbypl9nvovonlmer5h,https://elections2020by.s3.eu-north-1.amazonaws.com/zpbq67punbnf0dp5qb7fux20gpya,,,,,,Нет второй страницы.,,
06-024-0053,2050,1724,1713,877,197,639,12,49,1416,64,9,,146,,17,2120,,396,https://elections2020by.s3.eu-north-1.amazonaws.com/report_06-024-0053_7bfcc8116b8af9f8998690f61224ddc7c894e4a9,https://elections2020by.s3.eu-north-1.amazonaws.com/report_06-024-0053_7a431355c8933cf3ad6580d74f7f7866831185a0,,,,,,,,
06-024-0055,1535,1267,1258,651,62,545,11,21,1045,61,15,,94,,11,1580,0,313,https://elections2020by.s3.eu-north-1.amazonaws.com/3af6zfunwesi8n42b5mmxwq89g0l,,,,,,,,,
06-024-0057,1336,1139,1123,551,33,539,13,28,945,48,10,,67,,12,1380,1,240,https://elections2020by.s3.eu-north-1.amazonaws.com/v1y6xuh768508whti0c0y517vkwi,,,,,,,Нет первой страницы.,,
06-024-0064,2047,1747,1739,872,186,681,14,36,1483,42,14,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/vc359csn0vxta3ks29am7lbmc8y6,,,,,,,одна страница,,
06-024-0065,1733,1505,1505,731,14,760,8,11,1258,98,12,,105,,13,1790,,285,https://elections2020by.s3.eu-north-1.amazonaws.com/r380mqqp0u09uh2zl99r41zkx949,,,,,,,только вторая стр,,
06-024-0067,1351,1126,1121,597,62,462,21,39,869,79,17,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/report_06-024-0067_fd0750121f5fa17edf88c458a288b59d4554b605,,,,,,,нет второй страницы.,,
06-024-0073,1711,1471,1464,657,71,736,16,25,1079,34,13,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/fvtvfo4n41qxqjot4oehcognnn9j,,,,,,,,,
06-024-0077,1841,1712,1705,801,7,897,10,25,1431,100,11,,112,,16,1900,,188,https://elections2020by.s3.eu-north-1.amazonaws.com/vv43fz9ev1tn9ncj8llgny6vs2hi,,,,,,,,,
06-024-0083,2864,2346,2331,1199,216,916,16,61,1944,96,19,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/rfv8kqmh6isang2y4amp6j3kkdfk,,,,,,,одна стр,,
06-024-0084,2006,1659,1644,851,94,699,12,35,1391,68,8,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/xdj0ldiu2vra9xy1pfxpofyjv73x,,,,,,,,,
06-121-0006,1570,1409,1409,719,184,506,18,14,1176,138,7,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/9qeexm2mrfr5cgylbfewnpitx3k4,,,,,,,,,
06-122-0004,,,,,,,,,,,,,19,,3,351,,40,https://elections2020by.s3.eu-north-1.amazonaws.com/5421_f5455c45fb4f9cc85e7a,,,,,,,только вторая стр,,
06-125-0010,1207,1199,1196,755,80,361,10,10,908,234,13,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/c7ygxaohv9juj0vsaqgcoymgseo2,,,,,,,одна стр,,
06-125-0011,1624,1387,1385,945,36,404,8,8,1209,143,7,,8,,2,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/gmdthl5n377pvck6qu0sp33qdiqu,,,,,,,Нет второй страницы.,,
06-125-0012,1794,1508,1504,528,40,936,15,6,1221,210,12,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/3fkcply5iq7l43hnfrc925ab4kar,,,,,,,одна страница,,
06-125-0027,1736,1482,1479,885,23,571,18,7,1290,115,11,,32,,6,1810,1,327,https://elections2020by.s3.eu-north-1.amazonaws.com/report_06-125-0027_7d73b33e37211acb5019df853d7334129b3f41c9,https://elections2020by.s3.eu-north-1.amazonaws.com/report_06-125-0027_b48489b3c72e8865363b9ae0e97d4604e2bec7d3,,,,,,,,
06-126-0004,811,806,806,437,83,286,7,9,734,39,4,,9,,4,811,,5,https://elections2020by.s3.eu-north-1.amazonaws.com/az2noz60vlztj1wo239tkuhbfix7,,,,,,,нет подписей.,,
06-127-0005,37,37,37,,,37,1,0,14,13,1,,6,,2,45,,8,https://elections2020by.s3.eu-north-1.amazonaws.com/bdrz0b207243qe7g16q6wvq78fuq,https://elections2020by.s3.eu-north-1.amazonaws.com/report_06-127-0005_bc0f1f95f315d40f16b61fc61d14f2c55141b4d1,,,,,,,,
06-129-0001,1632,1532,1530,562,273,695,35,17,830,560,23,,52,,13,1715,1,182,https://elections2020by.s3.eu-north-1.amazonaws.com/4k5kkqzo6x12m19ieobwf2s1bsmd,,,,,,,,,
06-129-0003,1476,1205,1205,425,22,758,23,15,712,349,27,,64,,15,1489,,284,https://elections2020by.s3.eu-north-1.amazonaws.com/50xofrhf9d8ust81el6dcph5zn5z,,,,,,,нет подписей.,,
06-130-0003,2658,2542,2542,1511,69,962,9,2,2274,46,14,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/ocdb8gxaq7oj45z04d81k1fv4jit,,,,,,,Нет второй страницы.,,
06-132-0001,1943,1877,1877,1009,168,700,10,49,1708,70,8,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/ftj3jt56rpgwu08vjf46arjfqk1r,,,,,,,Нет второй страницы.,,
06-132-0008,,,,,,,,,,,,,11,,,2100,,146,https://elections2020by.s3.eu-north-1.amazonaws.com/59hihm9plajyvceruods3ls8zpxq,,,,,,,нет первой страницы.,,
06-133-0001,1524,1491,1488,941,31,516,3,4,1391,57,5,,25,,3,1580,,89,https://elections2020by.s3.eu-north-1.amazonaws.com/wipdw9gi9o8ytu5lzmgrpqq2zs6e,https://elections2020by.s3.eu-north-1.amazonaws.com/vt3ucq0nyzprh11dsj7dbpmmp171,,,,,,,,
06-135-0002,2197,2157,2156,1098,82,976,40,24,1099,752,44,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/5742_bfb01380b7ffe64d7b95,,,,,,,Нет второй страницы.,,
